Recording_ID,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
318557,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6985,-5.2715,20,"call, flight call",,,field recording,//xeno-canto.org/318557,https://xeno-canto.org/318557/download,XC318557-T57.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318557-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318557-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318557-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318557-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318557-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318557-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318557-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,02:38,23:42,17/05/2016,26/05/2016,[],Manx shearwater calls ... not filtered ... parabolic ... wind and rain ...,no,no,no,,,no,,,48000
318556,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6985,-5.2715,20,"call, flight call",,,field recording,//xeno-canto.org/318556,https://xeno-canto.org/318556/download,XC318556-T56.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318556-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318556-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318556-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318556-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318556-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318556-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318556-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,01:32,23:39,17/05/2016,26/05/2016,[],Manx shearwater calls ... not filtered ... parabolic ... wind and rain ...,no,no,no,,,no,,,48000
318555,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6985,-5.2715,20,"call, flight call",,,field recording,//xeno-canto.org/318555,https://xeno-canto.org/318555/download,XC318555-T55.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318555-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318555-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318555-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318555-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318555-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318555-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318555-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,02:24,23:37,17/05/2016,26/05/2016,[],Manx shearwater calls ... not filtered ... parabolic ... wind and rain ...,no,no,no,,,no,,,48000
318554,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6985,-5.2715,20,"call, flight call",,,field recording,//xeno-canto.org/318554,https://xeno-canto.org/318554/download,XC318554-T53.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318554-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318554-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318554-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318554-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318554-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318554-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318554-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,02:12,23:34,17/05/2016,26/05/2016,[],Manx shearwater calls ... not filtered ... parabolic ... wind and rain ...,no,no,no,,,no,,,48000
318553,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6985,-5.2715,20,"call, flight call",,,field recording,//xeno-canto.org/318553,https://xeno-canto.org/318553/download,XC318553-T52.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318553-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318553-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318553-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318553-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318553-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318553-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318553-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,02:25,23:31,17/05/2016,26/05/2016,[],Manx shearwater calls ... not filtered ... parabolic ... wind and rain ...,no,no,no,,,no,,,48000
318552,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6985,-5.2715,20,"call, flight call",,,field recording,//xeno-canto.org/318552,https://xeno-canto.org/318552/download,XC318552-T51.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318552-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318552-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318552-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318552-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318552-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318552-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318552-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,00:16,23:29,17/05/2016,26/05/2016,[],Manx shearwater calls ... not filtered ... parabolic ... wind and rain ...,no,no,no,,,no,,,48000
318551,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6985,-5.2715,20,"call, flight call",,,field recording,//xeno-canto.org/318551,https://xeno-canto.org/318551/download,XC318551-T50.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318551-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318551-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318551-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318551-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318551-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318551-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318551-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,03:10,23:28,17/05/2016,26/05/2016,[],Manx shearwater calls ... not filtered ... parabolic ... wind and rain ...,no,no,no,,,no,,,48000
318550,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6985,-5.2715,20,"call, flight call",,,field recording,//xeno-canto.org/318550,https://xeno-canto.org/318550/download,XC318550-T49.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318550-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318550-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318550-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318550-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318550-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318550-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318550-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,01:36,23:25,17/05/2016,26/05/2016,['Larus fuscus'],Manx shearwater calls ... not filtered ... parabolic ... wind and rain ... it was a bit wild out there ... in more ways than one ...,no,no,no,,,no,,,48000
318549,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6985,-5.2715,20,"call, flight call, wing beats",,,field recording,//xeno-canto.org/318549,https://xeno-canto.org/318549/download,XC318549-T48.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318549-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318549-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318549-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318549-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318549-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318549-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318549-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,00:35,23:23,17/05/2016,26/05/2016,[],Manx shearwater calls ... not filtered ... parabolic ... wind and rain ...,no,no,no,,,no,,,48000
318548,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6985,-5.2715,20,"call, flight call, wing beats",,,field recording,//xeno-canto.org/318548,https://xeno-canto.org/318548/download,XC318548-T47.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318548-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318548-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318548-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318548-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318548-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318548-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318548-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,01:52,23:22,17/05/2016,26/05/2016,['Haematopus ostralegus'],Manx shearwater calls ... not filtered ... parabolic ... windy ...,no,no,no,,,no,,,48000
318547,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6985,-5.2715,20,"call, flight call, song, wing beats",,,field recording,//xeno-canto.org/318547,https://xeno-canto.org/318547/download,XC318547-T46.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318547-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318547-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318547-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318547-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318547-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318547-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318547-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,01:06,23:20,17/05/2016,26/05/2016,[],Manx shearwater calls ... not filtered ... parabolic ... windy ...,no,no,no,,,no,,,48000
318402,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.699,-5.2733,30,call,,,field recording,//xeno-canto.org/318402,https://xeno-canto.org/318402/download,XC318402-ZOOM0007_LR.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318402-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318402-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318402-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318402-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318402-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318402-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318402-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,01:11,00:40,16/05/2016,25/05/2016,[],Manx shearwater calls and song ..? not filtered ... open lavaliers on the end of a fishing landing pole ... background noise ... birds calling from burrow ...,yes,yes,no,,,no,,,48000
318401,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.699,-5.2733,30,call,,,field recording,//xeno-canto.org/318401,https://xeno-canto.org/318401/download,XC318401-ZOOM0006_LR.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318401-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318401-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318401-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318401-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318401-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318401-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318401-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,01:02,00:39,16/05/2016,25/05/2016,[],Manx shearwater calls/song ... not filtered ... open lavaliers on the end of a fishing landing pole ... background noise ... birds calling from burrow ...,yes,yes,no,,,no,,,48000
318400,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.699,-5.2733,30,"call, song",,,field recording,//xeno-canto.org/318400,https://xeno-canto.org/318400/download,XC318400-ZOOM0005_LR.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318400-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318400-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318400-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318400-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318400-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318400-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318400-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,00:25,00:38,16/05/2016,25/05/2016,[],Manx shearwater calls/song ... not filtered ... open lavaliers on the end of a fishing landing pole ... background noise ... birds calling from burrow ...,yes,yes,no,,,no,,,48000
318391,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.699,-5.2733,30,flight call,,,field recording,//xeno-canto.org/318391,https://xeno-canto.org/318391/download,XC318391-LS113981_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318391-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318391-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318391-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318391-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318391-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318391-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318391-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,00:10,04:09,16/05/2016,25/05/2016,[],Manx shearwater flight calls ... not filtered ... open lavalier mics clipped to sandwich box lid on bag ... background noise ... birds leaving their burrows ... time edited from longer recording ...,no,no,no,,,no,,,48000
318385,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.699,-5.2733,30,flight call,,,field recording,//xeno-canto.org/318385,https://xeno-canto.org/318385/download,XC318385-LS113981_2_2_2_2_2_1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318385-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318385-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318385-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318385-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318385-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318385-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318385-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,00:20,04:02,16/05/2016,25/05/2016,[],Manx shearwater flight calls ... not filtered ... open lavalier mics clipped to sandwich box lid on bag ... background noise ... birds leaving their burrows ... time edited from longer recording ...,no,no,no,,,no,,,48000
318380,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6968,-5.2728,30,call,,,field recording,//xeno-canto.org/318380,https://xeno-canto.org/318380/download,XC318380-T32.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318380-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318380-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318380-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318380-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318380-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318380-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318380-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,00:40,00:26,20/05/2016,25/05/2016,['Larus fuscus'],Manx shearwater call and song ..? not filtered ... parabolic ... background noise ... calls coming from a burrow ...,no,no,no,,,no,,,48000
318378,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6968,-5.2728,30,call,,,field recording,//xeno-canto.org/318378,https://xeno-canto.org/318378/download,XC318378-T29.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318378-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318378-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318378-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318378-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318378-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318378-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318378-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,01:39,00:24,20/05/2016,25/05/2016,[],Manx shearwater call ... not filtered ... parabolic ... background noise ...,no,no,no,,,no,,,48000
318375,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6968,-5.2728,30,call,,,field recording,//xeno-canto.org/318375,https://xeno-canto.org/318375/download,XC318375-T26.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318375-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318375-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318375-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318375-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318375-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318375-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318375-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,00:28,00:07,20/05/2016,25/05/2016,[],Manx shearwater call ... not filtered ... parabolic ... background noise ...,no,no,no,,,no,,,48000
318374,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6968,-5.2728,30,call,,,field recording,//xeno-canto.org/318374,https://xeno-canto.org/318374/download,XC318374-T24.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318374-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318374-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318374-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318374-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318374-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318374-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318374-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,00:15,00:04,20/05/2016,25/05/2016,[],Manx shearwater call ... not filtered ... parabolic ... background noise ...,no,no,no,,,no,,,48000
318373,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6968,-5.2728,30,call,,,field recording,//xeno-canto.org/318373,https://xeno-canto.org/318373/download,XC318373-T23.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318373-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318373-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318373-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318373-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318373-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318373-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318373-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,01:13,00:04,20/05/2016,25/05/2016,[],Manx shearwater call ... not filtered ... parabolic ... background noise ...,no,no,no,,,no,,,48000
318372,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6968,-5.2728,30,call,,,field recording,//xeno-canto.org/318372,https://xeno-canto.org/318372/download,XC318372-T22.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318372-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318372-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318372-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318372-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318372-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318372-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318372-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,01:02,00:02,20/05/2016,25/05/2016,[],Manx shearwater call ... not filtered ... parabolic ... background noise ...,no,no,no,,,no,,,48000
318202,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6979,-5.2734,30,call,,,field recording,//xeno-canto.org/318202,https://xeno-canto.org/318202/download,XC318202-T20.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318202-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318202-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318202-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318202-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318202-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318202-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318202-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,00:17,23:59,20/05/2016,24/05/2016,[],Manx shearwater calls ... not filtered ... parabolic ... background noise ...,no,no,no,,,no,,,48000
318200,Puffinus,puffinus,puffinus,birds,Manx Shearwater,david m,United Kingdom,"Marloes and St. Brides, Pembrokeshire, Wales",51.6979,-5.2734,30,"call, wing beats",,,field recording,//xeno-canto.org/318200,https://xeno-canto.org/318200/download,XC318200-T19.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318200-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318200-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318200-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC318200-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318200-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318200-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC318200-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,00:58,23:59,20/05/2016,24/05/2016,[],Manx shearwater calls ... not filtered ... parabolic ... background noise ...,no,no,no,,,no,,,48000
